timestamp,checkpoint,agent_name,drift_score,above_threshold,current_dist,baseline_dist
2026-05-15T22:22:41,150,ComplianceAgent,0.0622,False,"{""approve"": 0.7667, ""refer"": 0.2333, ""reject"": 0.0, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-15T22:22:41,150,SummariserAgent,0.198,True,"{""approve"": 0.7467, ""refer"": 0.24, ""reject"": 0.0067, ""unknown"": 0.0067}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-15T22:22:41,150,WeakModelAgent,0.0675,False,"{""approve"": 0.7733, ""refer"": 0.2267, ""reject"": 0.0, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,RouterManager,0.1244,False,"{""approve"": 0.775, ""refer"": 0.22, ""reject"": 0.005, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,IncomeAgent,0.1202,False,"{""approve"": 0.77, ""refer"": 0.225, ""reject"": 0.005, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,FraudAgent,0.1323,False,"{""approve"": 0.74, ""refer"": 0.255, ""reject"": 0.0, ""unknown"": 0.005}","{""approve"": 0.55, ""refer"": 0.45, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,CreditAgent,0.1379,False,"{""approve"": 0.79, ""refer"": 0.205, ""reject"": 0.005, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,ComplianceAgent,0.0731,False,"{""approve"": 0.78, ""refer"": 0.22, ""reject"": 0.0, ""unknown"": 0.0}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,SummariserAgent,0.2298,True,"{""approve"": 0.76, ""refer"": 0.225, ""reject"": 0.01, ""unknown"": 0.005}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
2026-05-18T16:34:28,200,WeakModelAgent,0.1287,False,"{""approve"": 0.78, ""refer"": 0.215, ""reject"": 0.0, ""unknown"": 0.005}","{""approve"": 0.6, ""refer"": 0.4, ""reject"": 0.0, ""unknown"": 0.0}"
